zona,area_quartos,enderecos_lista,aluguel
oeste,29 m² construídos1 quarto,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",3.450
oeste,32 m² construídos1 quarto,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000
oeste,90 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.162
oeste,120 m² construídos3 quartos,"Rua Ministro Gastão Mesquita, Perdizes, São Paulo Zona Oeste, São Paulo",3.070
oeste,35 m² construídos1 quarto,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1.800
oeste,188 m² construídos3 quartos,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",5.000
oeste,40 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",2.520
oeste,80 m² construídos2 quartos,"Rua Artur De Azevedo, Pinheiros, São Paulo Zona Oeste, São Paulo",3.600
oeste,121 m² construídos4 quartos,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.500
oeste,124 m² construídos3 quartos,"Rua Pensilvânia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
oeste,70 m² construídos1 quarto,"Rua São Benedito, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",5.000
oeste,75 m² construídos2 quartos,"Avenida Caxingui, Vila Pirajussara, São Paulo Zona Oeste, São Paulo",3.150
oeste,223 m² construídos4 quartos,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",9.000
oeste,42 m² construídos1 quarto,"Rua Fernão Dias, Pinheiros, São Paulo Zona Oeste, São Paulo",2.392
oeste,100 m² construídos3 quartos,"Rua Piracuama, Perdizes, São Paulo Zona Oeste, São Paulo",4.200
oeste,127 m² construídos3 quartos,"Rua Bahia, Jardim Paineiras, São Paulo Zona Oeste, São Paulo",5.000
oeste,126 m² construídos2 quartos,"Rua Camburiú, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",7.500
oeste,41 m² construídos1 quarto,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",2.520
oeste,104 m² construídos3 quartos,"Rua Francisco Marcondes Vieira, Lar São Paulo, São Paulo Zona Oeste, São Paulo",3.460
oeste,39 m² construídos1 quarto,"Rua Roque Petrella, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.900
oeste,103 m² construídos3 quartos,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",9.000
oeste,158 m² construídos4 quartos,"Rua Marc Chagall, Água Branca, São Paulo Zona Oeste, São Paulo",11.000
oeste,84 m² construídos3 quartos,"Avenida Wenceslau De Queiroz, Jaguaré, São Paulo Zona Oeste, São Paulo",3.060
oeste,31 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",2.000
oeste,104 m² construídos2 quartos,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",4.000
oeste,55 m² construídos2 quartos,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",3.060
oeste,101 m² construídos3 quartos,"Rua Faustolo, Lapa, São Paulo Zona Oeste, São Paulo",4.600
oeste,36 m² construídos1 quarto,"Avenida Eusébio Matoso, Pinheiros, São Paulo Zona Oeste, São Paulo",5.000
oeste,116 m² construídos2 quartos,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.300
oeste,150 m² construídos3 quartos,"Rua Desembargador Do Vale, Perdizes, São Paulo Zona Oeste, São Paulo",7.500
oeste,74 m² construídos2 quartos,"Rua Campevas, Perdizes, São Paulo Zona Oeste, São Paulo",3.570
oeste,30 m² construídos1 quarto,"Rua Djalma Coelho, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.594
oeste,60 m² construídos2 quartos,"Rua Novo Horizonte, Higienópolis, São Paulo Zona Oeste, São Paulo",3.700
oeste,36 m² construídos2 quartos,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.970
oeste,35 m² construídos2 quartos,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.200
oeste,116 m² construídos3 quartos,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",5.780
oeste,150 m² construídos2 quartos,"Rua Pedro De Sousa Campos Filho, Vila Madalena, São Paulo Zona Oeste, São Paulo",4.550
oeste,36 m² construídos1 quarto,"Rua Pensilvânia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.200
oeste,58 m² construídos2 quartos,"Rua Tonelero, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.080
oeste,36 m² construídos1 quarto,"Rua Doutor Franco Da Rocha, Perdizes, São Paulo Zona Oeste, São Paulo",3.000
oeste,70 m² construídos2 quartos,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",3.800
oeste,136 m² construídos3 quartos,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,67 m² construídos2 quartos,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",2.600
oeste,70 m² construídos2 quartos,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.980
oeste,40 m² construídos1 quarto,"Rua Doutor Mario Ferraz, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",8.430
oeste,103 m² construídos2 quartos,"Rua Carlos Vicari, Água Branca, São Paulo Zona Oeste, São Paulo",4.500
oeste,80 m² construídos2 quartos,"Rua Fidalga, Pinheiros, São Paulo Zona Oeste, São Paulo",3.370
oeste,57 m² construídos2 quartos,"Rua Pensilvânia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.250
oeste,35 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1.150
oeste,42 m² construídos1 quarto,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800
oeste,70 m² construídos1 quarto,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",2.200
oeste,36 m² construídos1 quarto,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000
oeste,54 m² construídos1 quarto,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.630
oeste,43 m² construídos2 quartos,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1.920
oeste,18 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.090
oeste,50 m² construídos3 quartos,"Rua Coronel Otaviano Da Silveira, Ferreira, São Paulo Zona Oeste, São Paulo",2.080
oeste,155 m² construídos3 quartos,"Rua Camilo Nader, Vila Morumbi, São Paulo Zona Oeste, São Paulo",3.600
oeste,72 m² construídos2 quartos,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",7.000
oeste,30 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.500
oeste,20 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.300
oeste,54 m² construídos2 quartos,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",3.900
oeste,15 m² construídos1 quarto,"Rua Manuel Álvares Da Costa, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.050
oeste,43 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.500
oeste,20 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.300
oeste,18 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.090
oeste,33 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",2.000
oeste,18 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.085
oeste,20 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.275
oeste,28 m² construídos1 quarto,"Rua Júlio Rebollo Perez, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",1.000
oeste,82 m² construídos2 quartos,"Avenida Júlio Buono, Jardim Brasília, São Paulo Zona Oeste, São Paulo",1.664
oeste,22 m² construídos1 quarto,"Rua Júlio Rebollo Perez, Butantã, São Paulo Zona Oeste, São Paulo",1.000
oeste,48 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.600
oeste,34 m² construídos1 quarto,"Cardoso De Almeida 840, Perdizes, São Paulo Zona Oeste, São Paulo",2.250
oeste,36 m² construídos1 quarto,"Jardim Colombo, São Paulo Zona Oeste, São Paulo",1.200
oeste,48 m² construídos2 quartos,"Rua Carubinha, Parque Esmeralda, São Paulo Zona Oeste, São Paulo",1.000
oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
oeste,35 m² construídos1 quarto,"Rua Moxei, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",950
oeste,75 m² construídos3 quartos,"Rua Luciano Silva, Vila Das Belezas, São Paulo Zona Oeste, São Paulo",1.400
oeste,58 m² construídos2 quartos,"Rua Luciano Silva, Vila Das Belezas, São Paulo Zona Oeste, São Paulo",1.150
oeste,32 m² construídos1 quarto,"Rua Marie Nader Calfat, 270, Choice Panamby, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.300
oeste,35 m² construídos1 quarto,"Rua Itirapuã, Jardim Iracema, São Paulo Zona Oeste, São Paulo",1.000
oeste,42 m² construídos,"Rua Cardeal Arcoverde  745, Pinheiros, São Paulo Zona Oeste, São Paulo",610.000
oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
oeste,64 m² totais3 quartos,"Vila Butantã - São Paulo/sp, Vila Butantã, São Paulo Zona Oeste, São Paulo",1.590
oeste,30 m² construídos1 quarto,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.000
oeste,294 m² construídos,"Guaicurus 0000, Lapa, São Paulo Zona Oeste, São Paulo",5.900
oeste,178 m² construídos4 quartos,"Rua Pensilvânia,
                114, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",10.000
oeste,180 m² construídos2 quartos,"Brooklin - São Paulo/sp, Rolinópolis, São Paulo Zona Oeste, São Paulo",2.750
oeste,35 m² construídos,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.400
oeste,300 m² construídos,"Jardim São Jorge (raposo Tavares), São Paulo Zona Oeste, São Paulo",7.500
oeste,550 m² construídos,"Pinheiros, São Paulo Zona Oeste, São Paulo",20.000
oeste,266 m² construídos4 quartos,"R Forte William, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",7.500
oeste,40 m² construídos,"Rua Doutor João Batista Reimão, Jardim Bom Refúgio, São Paulo Zona Oeste, São Paulo",1.000
oeste,230 m² construídos,"Butantã - São Paulo/sp, Butantã, São Paulo Zona Oeste, São Paulo",10.000
oeste,27 m² construídos1 quarto,"Rua Primeira Cruz, Parque Independência, São Paulo Zona Oeste, São Paulo",700
oeste,55 m² construídos1 quarto,"Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.700
oeste,43 m² construídos1 quarto,"Avenida Diogenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.100
oeste,90 m² construídos,"Jardim Colombo, São Paulo Zona Oeste, São Paulo",2.100
oeste,140 m² construídos4 quartos,"Jardim Colombo, São Paulo Zona Oeste, São Paulo",3.100
oeste,35 m² construídos1 quarto,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.100
oeste,117 m² construídos3 quartos,"Rua Roma, Lapa, São Paulo Zona Oeste, São Paulo",1.820
oeste,42 m² construídos1 quarto,"Rua Rosa Honoria De Jesus, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",950
oeste,40 m² construídos1 quarto,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",1.290
oeste,1 m² construídos2 quartos,"Rua Jaspe Negro, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.660
oeste,41 m² construídos2 quartos,"Avenida João Caiaffa, Jardim Taboão, São Paulo Zona Oeste, São Paulo",1.300
oeste,38 m² construídos1 quarto,"Rua Doutor Agapito Xavier Da Costa, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",680
oeste,44 m² construídos1 quarto,"Rua Alves Guimarães, 1120, Pinheiros, São Paulo Zona Oeste, São Paulo",5.200
oeste,137 m² construídos3 quartos,"Rua Natingui, 113, Vila Madalena, São Paulo Zona Oeste, São Paulo",5.500
oeste,500 m² construídos,"Rua Camargo 130, Butantã, São Paulo Zona Oeste, São Paulo",27.500
oeste,185 m² construídos3 quartos,"Rua Passo Da Pátria, 1294, Bela Aliança, São Paulo Zona Oeste, São Paulo",5.500
oeste,42 m² construídos1 quarto,"Rua Eugênio Pradez, Jardim Piracuama, São Paulo Zona Oeste, São Paulo",1.000
oeste,83 m² construídos2 quartos,"Rua Joseph Nigri, 149, Água Branca, São Paulo Zona Oeste, São Paulo",5.430
oeste,84 m² construídos,"Avenida Engenheiro Luiz Carlos Berrini, 105, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.460
oeste,49 m² construídos2 quartos,"Avenida Intercontinental, Jardim Jussara, São Paulo Zona Oeste, São Paulo",1.000
oeste,57 m² construídos3 quartos,"Rua Caetanópolis, Jaguaré, São Paulo Zona Oeste, São Paulo",1.300
oeste,65 m² construídos2 quartos,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",2.021
oeste,195 m² construídos3 quartos,"Avenida Diógenes Ribeiro De Lima, 2025, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",5.500
oeste,120 m² construídos,"Rua David Ben Gurion, 1074, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",5.400
oeste,80 m² construídos2 quartos,"Rua Barão De Cacela, Jaguaré, São Paulo Zona Oeste, São Paulo",1.500
oeste,69 m² construídos2 quartos,"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo Zona Oeste, São Paulo",1.100
oeste,22 m² construídos1 quarto,"Rua Girassol, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.380
oeste,45 m² construídos1 quarto,"Avenida Imperatriz Leopoldina, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.150
oeste,48 m² construídos2 quartos,"Avenida Marechal Fiuza De Castro, Jardim Pinheiros, São Paulo Zona Oeste, São Paulo",1.100
oeste,50 m² construídos2 quartos,"Rua Francisco Dos Santos, Jardim Rizzo, São Paulo Zona Oeste, São Paulo",1.300
oeste,43 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.500
oeste,290 m² construídos4 quartos,"Rua Adalívia De Toledo, Paineiras Do Morumbi, São Paulo Zona Oeste, São Paulo",12.000
oeste,70 m² construídos3 quartos,"Rua Parnamirim, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400
oeste,21 m² construídos1 quarto,"Rua Alvarenga, Butantã, São Paulo Zona Oeste, São Paulo",1.650
oeste,36 m² construídos1 quarto,"Rua Fernão Dias, Pinheiros, São Paulo Zona Oeste, São Paulo",2.300
oeste,40 m² construídos1 quarto,"Avenida Cláudio Franchi, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.150
oeste,52 m² construídos2 quartos,"Rua Jaracatiá, Jardim Umarizal, São Paulo Zona Oeste, São Paulo",1.500
oeste,20 m² construídos1 quarto,"Rua Abadia Dos Dourados, Vila Indiana, São Paulo Zona Oeste, São Paulo",900
oeste,65 m² construídos1 quarto,"Rua Caetano Ruggiero, Vila Butantã, São Paulo Zona Oeste, São Paulo",1.350
oeste,35 m² construídos2 quartos,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.550
oeste,45 m² construídos2 quartos,"Avenida Paula Ferreira, Vila Pirituba, São Paulo Zona Oeste, São Paulo",1.400
oeste,40 m² construídos1 quarto,"Avenida Otacílio Tomanik, Vila Polopoli, São Paulo Zona Oeste, São Paulo",1.000
oeste,130 m² construídos3 quartos,"Higienópolis, São Paulo Zona Oeste, São Paulo",5.200
oeste,60 m² construídos2 quartos,"Rua Sansao Alves Dos Santos, 343, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.300
oeste,36 m² construídos1 quarto,"Rua Júlio Rebollo Perez, Butantã, São Paulo Zona Oeste, São Paulo",1.400
oeste,35 m² construídos2 quartos,"Rua Xavier Kraus, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.010
oeste,82 m² construídos3 quartos,"Rua Jaracatia, Jardim Umarizal, São Paulo Zona Oeste, São Paulo",2.700
oeste,80 m² construídos1 quarto,"Rua Minerva, Perdizes, São Paulo Zona Oeste, São Paulo",3.500
oeste,20 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1.100
oeste,31 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.800
oeste,60 m² construídos2 quartos,"Rua Doutor Brasílio Rodrigues Dos Santos, Jardim Morro Verde, São Paulo Zona Oeste, São Paulo",1.430
oeste,75 m² construídos2 quartos,"Rua Mourato Coelho, Pinheiros, São Paulo Zona Oeste, São Paulo",3.100
oeste,70 m² construídos3 quartos,"Rua Doutor Luiz Migliano, Jardim Caboré, São Paulo Zona Oeste, São Paulo",2.000
oeste,300 m² construídos4 quartos,"Avenida José Galante, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.440
oeste,110 m² construídos2 quartos,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",2.750
oeste,220 m² construídos3 quartos,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",6.940
oeste,70 m² construídos2 quartos,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1.700
oeste,180 m² construídos3 quartos,"Rua Doutor César Salgado, Vila Praia, São Paulo Zona Oeste, São Paulo",4.500
oeste,74 m² construídos2 quartos,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.100
oeste,100 m² construídos3 quartos,"Rua Correggio, Vila Suzana, São Paulo Zona Oeste, São Paulo",3.400
oeste,115 m² construídos3 quartos,"Rua Elizabeth Barbegian Baldinato, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.000
oeste,34 m² construídos1 quarto,"Rua Desembargador Guimarães, Água Branca, São Paulo Zona Oeste, São Paulo",2.200
oeste,59 m² construídos2 quartos,"Rua Ourânia, Vila Madalena, São Paulo Zona Oeste, São Paulo",4.100
oeste,81 m² construídos3 quartos,"Rua José Correia Lima, Jardim Felicidade (zona Oeste), São Paulo Zona Oeste, São Paulo",2.750
oeste,223 m² construídos4 quartos,"Rua Liberato Carvalho Leite, Vila Suzana, São Paulo Zona Oeste, São Paulo",3.330
oeste,165 m² construídos3 quartos,"Rua Padre Pereira De Andrade, 545, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",5.500
oeste,104 m² construídos2 quartos,"Rua Doutor Mario De Moura E Albuquerque, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",3.000
oeste,72 m² construídos2 quartos,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",2.010
oeste,50 m² construídos2 quartos,"Avenida Cláudio Franchi, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.200
oeste,220 m² construídos3 quartos,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.000
oeste,80 m² construídos2 quartos,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",1.777
oeste,450 m² construídos1 quarto,"Rua Luso, Vila Tramontano, São Paulo Zona Oeste, São Paulo",6.400
oeste,45 m² construídos1 quarto,"Rua Dona Veridiana, Higienópolis, São Paulo Zona Oeste, São Paulo",2.300
oeste,145 m² construídos3 quartos,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",6.000
oeste,512 m² construídos4 quartos,"Rua Padre Eliseu Murari, Lar São Paulo, São Paulo Zona Oeste, São Paulo",9.000
oeste,82 m² construídos3 quartos,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.500
oeste,50 m² construídos2 quartos,"Rua José Arzão, Vila Praia, São Paulo Zona Oeste, São Paulo",1.710
oeste,53 m² construídos2 quartos,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.680
oeste,103 m² construídos2 quartos,"Rua Coriolano, Vila Romana, São Paulo Zona Oeste, São Paulo",2.850
oeste,54 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.600
oeste,456 m² construídos4 quartos,"Rua Orobó, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",10.000
oeste,700 m² construídos4 quartos,"Rua Teodor Herzi, Perdizes, São Paulo Zona Oeste, São Paulo",12.000
oeste,140 m² construídos3 quartos,"Rua Marechal Hastinfilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.600
oeste,25 m² construídos1 quarto,"Rua Doutor Alfredo Di Verniere, Conjunto Residencial Butantã, São Paulo Zona Oeste, São Paulo",1.230
oeste,55 m² construídos2 quartos,"Rua Pedro Colaço, Piqueri, São Paulo Zona Oeste, São Paulo",1.190
oeste,98 m² construídos3 quartos,"Travessa Alberto Campos, Pinheiros, São Paulo Zona Oeste, São Paulo",2.600
oeste,334 m² construídos2 quartos,"Rua Inácio Luís Da Costa, Parque São Domingos, São Paulo Zona Oeste, São Paulo",2.700
oeste,480 m² construídos4 quartos,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",13.280
oeste,620 m² construídos4 quartos,"Rua Doutor Aires Martins Torres, Vila São Francisco, São Paulo Zona Oeste, São Paulo",15.000
oeste,64 m² construídos3 quartos,"Rua Doutor Martins De Oliveira, Jardim Londrina, São Paulo Zona Oeste, São Paulo",2.390
oeste,44 m² construídos1 quarto,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.600
oeste,150 m² construídos3 quartos,"Rua Amaro Cavalheiro, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
